instance=../square-large-agents-mapf/tests/problems/maze_128_128_10/0_1-3/256.txt
agents=256
sizes=2.21766, 1.59369, 1.40329, 1.85045, 1.11746, 1.2884, 2.08881, 1.14137, 1.49499, 1.86514, 0.645073, 1.25314, 1.10611, 0.852617, 2.76116, 0.453164, 2.53212, 1.85036, 1.77532, 2.46713, 2.97429, 0.250061, 2.38569, 1.07931, 1.99858, 2.23194, 0.523145, 1.45366, 0.97276, 1.51448, 1.71417, 1.49725, 2.5639, 2.42286, 2.55096, 2.46873, 0.529362, 0.69601, 2.53892, 1.06365, 2.91524, 0.110964, 0.824987, 2.76938, 0.256681, 2.19877, 2.65222, 1.64411, 2.1643, 2.11263, 1.83152, 1.48056, 1.61249, 0.765201, 1.09856, 1.94562, 2.47642, 1.30472, 0.70818, 1.91591, 0.419623, 1.05371, 2.82915, 2.54517, 1.43525, 1.56896, 2.62459, 1.04508, 1.37528, 2.00431, 1.05783, 0.232254, 2.03609, 2.70294, 0.870528, 0.993866, 0.691501, 1.93242, 1.47621, 2.2512, 0.339398, 2.88656, 2.62004, 0.144455, 1.13232, 2.81211, 0.851406, 1.65904, 2.87767, 1.30017, 1.12648, 1.24508, 1.61994, 0.24208, 1.63072, 1.61671, 2.95741, 2.45086, 1.98328, 2.6682, 2.97495, 0.416884, 0.493576, 0.935658, 0.626845, 1.24543, 2.702, 0.891612, 2.76873, 1.40207, 2.21387, 2.35915, 1.39285, 0.757193, 2.01202, 0.294624, 0.294181, 0.844523, 2.13388, 1.74049, 1.18917, 1.26102, 0.598451, 1.97162, 0.620913, 0.300574, 0.345496, 2.48514, 2.48261, 2.93561, 2.07157, 0.137887, 2.14993, 0.486295, 1.1999, 1.96829, 1.71218, 2.79614, 2.55264, 2.38542, 2.38804, 1.39913, 0.695439, 1.27553, 2.73074, 1.7635, 0.978001, 1.70658, 1.01264, 1.97836, 2.37196, 0.547203, 0.969447, 1.15204, 2.30891, 1.32935, 1.26625, 2.60492, 0.513347, 2.88559, 1.78171, 2.75119, 2.93688, 0.423287, 2.77347, 2.72939, 0.368853, 1.01626, 2.08153, 2.52755, 2.72582, 0.617807, 0.779629, 1.2306, 1.27144, 1.13317, 1.88745, 2.14224, 1.36758, 0.29976, 0.896516, 2.7141, 2.65784, 0.187967, 2.1589, 1.99717, 2.75037, 2.11482, 0.441429, 2.75347, 0.168925, 1.0344, 1.35802, 0.934662, 0.566801, 1.22697, 2.53845, 2.94199, 2.84779, 1.77923, 0.709898, 2.96524, 1.93281, 0.743263, 2.73027, 0.750836, 0.832911, 0.435754, 1.80007, 0.443737, 2.04926, 1.08537, 1.79166, 0.7186, 0.416121, 2.42037, 1.12059, 0.28524, 2.48036, 1.10159, 2.49231, 1.08369, 1.12045, 0.244256, 2.31899, 2.89708, 2.98232, 0.486746, 0.312857, 0.600543, 2.83039, 0.377577, 0.399493, 2.74399, 2.39127, 0.320808, 0.27605, 0.792959, 2.14904, 2.53629, 1.82897, 1.45037, 2.31823, 1.62934, 1.44156, 2.61235, 1.68259, 2.11738, 0.299269, 0.664116, 2.28024, 1.52925, 0.363684, 2.91013, 2.82937, 0.430728
map_file=maze-128-128-10.map
solver=Free Space Priority Inheritance With Backtracking V2 (LAPIBT)
solved=0
soc=62247
lb_soc=49827
makespan=296
lb_makespan=519
comp_time=30001
preprocessing_comp_time=280
starts=(48,84),(67,25),(71,102),(110,122),(17,72),(92,61),(31,34),(125,45),(48,110),(100,116),(103,123),(104,52),(29,27),(76,114),(84,5),(122,123),(69,17),(112,60),(63,77),(52,4),(105,86),(101,48),(51,47),(19,17),(113,39),(21,38),(104,61),(34,16),(116,14),(85,59),(103,19),(122,118),(2,80),(92,121),(31,6),(74,6),(65,5),(62,119),(82,58),(61,26),(53,37),(3,6),(46,18),(82,65),(95,85),(59,116),(93,48),(100,70),(67,81),(105,79),(123,56),(49,28),(62,70),(27,115),(81,99),(112,116),(84,34),(60,96),(16,81),(123,114),(63,95),(81,89),(10,68),(47,57),(57,33),(95,111),(111,23),(93,85),(49,18),(43,35),(110,102),(45,56),(106,101),(112,41),(58,104),(83,55),(36,74),(89,112),(2,74),(8,14),(88,90),(71,86),(6,24),(111,35),(80,111),(44,69),(46,107),(67,77),(40,114),(35,46),(97,57),(72,58),(98,93),(5,67),(57,30),(44,107),(43,80),(58,71),(111,13),(92,8),(39,88),(92,66),(19,84),(32,112),(9,20),(67,101),(83,104),(25,28),(23,52),(1,50),(94,61),(68,72),(30,114),(103,80),(84,112),(10,23),(60,58),(122,34),(70,44),(58,55),(112,118),(8,34),(28,104),(106,3),(8,106),(59,10),(80,67),(105,109),(51,108),(40,66),(45,91),(90,123),(62,112),(119,19),(100,25),(49,102),(27,84),(69,57),(60,64),(97,123),(93,24),(82,78),(49,40),(1,27),(7,41),(90,10),(6,2),(105,16),(103,24),(103,106),(48,77),(22,23),(94,80),(116,45),(117,87),(116,50),(82,5),(29,84),(71,16),(57,15),(45,50),(48,35),(105,28),(6,81),(106,67),(104,89),(6,42),(3,20),(102,15),(31,1),(115,47),(28,106),(92,119),(67,114),(13,111),(122,51),(49,11),(28,7),(49,72),(4,34),(11,12),(105,72),(104,36),(75,107),(70,93),(7,19),(112,32),(29,72),(118,49),(49,121),(73,80),(83,93),(101,94),(120,101),(19,4),(36,85),(49,105),(117,81),(63,116),(87,40),(125,50),(90,16),(38,14),(126,116),(34,68),(20,114),(102,51),(11,117),(69,29),(76,2),(96,49),(17,25),(30,100),(8,79),(51,37),(102,27),(19,49),(25,29),(88,36),(80,117),(122,38),(68,51),(101,109),(13,74),(46,39),(120,105),(1,89),(117,95),(93,93),(48,6),(49,95),(42,94),(30,96),(34,37),(61,51),(102,43),(69,6),(62,105),(45,14),(98,100),(13,23),(124,118),(120,114),(103,5),(59,31),(113,68),(10,56),(92,114),(35,34),(122,66),(17,52),(76,68),(7,72),(31,56),(112,76),(97,77),
goals=(85,112),(14,35),(106,19),(14,18),(83,114),(35,29),(117,87),(37,112),(94,8),(44,96),(74,75),(67,26),(120,94),(37,92),(68,49),(35,34),(56,38),(29,58),(47,41),(24,1),(72,102),(14,82),(11,56),(6,53),(95,125),(50,52),(84,85),(71,115),(123,24),(46,96),(68,84),(21,24),(123,62),(4,7),(9,113),(35,114),(40,67),(29,34),(111,24),(88,37),(71,94),(20,46),(49,107),(52,104),(98,70),(101,106),(67,8),(94,39),(3,21),(88,12),(58,73),(68,90),(67,94),(46,114),(92,71),(109,6),(23,122),(76,58),(90,15),(97,34),(16,4),(42,104),(5,68),(29,87),(8,34),(77,3),(58,8),(122,117),(15,107),(61,90),(111,106),(19,16),(25,56),(32,5),(122,93),(42,107),(84,94),(93,4),(59,61),(44,117),(52,66),(56,29),(106,95),(11,79),(79,114),(94,94),(85,59),(2,106),(123,65),(78,46),(84,18),(22,40),(46,54),(17,91),(63,122),(23,82),(112,6),(71,81),(75,3),(42,81),(91,34),(85,41),(70,31),(10,63),(111,40),(77,28),(7,22),(56,102),(47,28),(94,106),(46,10),(61,63),(12,8),(95,120),(19,37),(101,46),(14,48),(117,32),(80,63),(69,40),(101,123),(59,76),(91,53),(28,97),(103,68),(113,84),(42,97),(58,92),(4,119),(97,23),(24,61),(124,45),(13,1),(1,84),(122,102),(29,95),(6,105),(61,114),(94,35),(37,46),(79,69),(13,79),(36,80),(120,40),(26,112),(11,81),(78,81),(93,50),(13,13),(22,2),(106,67),(97,53),(92,77),(5,40),(29,90),(114,45),(23,48),(28,122),(100,7),(18,56),(68,15),(109,103),(49,40),(108,30),(8,13),(39,89),(61,34),(66,52),(36,1),(13,110),(33,18),(49,84),(111,22),(96,46),(111,85),(114,86),(91,79),(120,113),(79,55),(58,45),(31,26),(118,123),(124,12),(24,118),(102,92),(57,15),(4,122),(23,70),(80,112),(35,82),(70,86),(114,36),(81,118),(99,35),(109,8),(78,36),(20,89),(32,113),(10,70),(38,66),(122,75),(30,36),(94,118),(31,119),(14,60),(101,37),(67,11),(43,67),(95,15),(103,43),(17,73),(26,16),(81,106),(113,96),(113,31),(82,96),(99,59),(82,67),(64,3),(12,94),(7,61),(73,50),(101,18),(43,103),(4,79),(113,100),(113,114),(108,101),(99,100),(62,57),(43,48),(62,3),(81,46),(117,22),(124,25),(71,53),(102,86),(113,69),(23,26),(38,70),(81,15),(62,69),(61,59),(122,99),(4,42),(50,119),(80,1),(35,85),(104,13),(58,48),(1,13),(91,56),(46,109),(5,91),(78,108),(44,72),
solution=
0:(48,84),(67,25),(71,102),(110,122),(17,72),(92,61),(31,34),(125,45),(48,110),(100,116),(103,123),(104,52),(29,27),(76,114),(84,5),(122,123),(69,17),(112,60),(63,77),(52,4),(105,86),(101,48),(51,47),(19,17),(113,39),(21,38),(104,61),(34,16),(116,14),(85,59),(103,19),(122,118),(2,80),(92,121),(31,6),(74,6),(65,5),(62,119),(82,58),(61,26),(53,37),(3,6),(46,18),(82,65),(95,85),(59,116),(93,48),(100,70),(67,81),(105,79),(123,56),(49,28),(62,70),(27,115),(81,99),(112,116),(84,34),(60,96),(16,81),(123,114),(63,95),(81,89),(10,68),(47,57),(57,33),(95,111),(111,23),(93,85),(49,18),(43,35),(110,102),(45,56),(106,101),(112,41),(58,104),(83,55),(36,74),(89,112),(2,74),(8,14),(88,90),(71,86),(6,24),(111,35),(80,111),(44,69),(46,107),(67,77),(40,114),(35,46),(97,57),(72,58),(98,93),(5,67),(57,30),(44,107),(43,80),(58,71),(111,13),(92,8),(39,88),(92,66),(19,84),(32,112),(9,20),(67,101),(83,104),(25,28),(23,52),(1,50),(94,61),(68,72),(30,114),(103,80),(84,112),(10,23),(60,58),(122,34),(70,44),(58,55),(112,118),(8,34),(28,104),(106,3),(8,106),(59,10),(80,67),(105,109),(51,108),(40,66),(45,91),(90,123),(62,112),(119,19),(100,25),(49,102),(27,84),(69,57),(60,64),(97,123),(93,24),(82,78),(49,40),(1,27),(7,41),(90,10),(6,2),(105,16),(103,24),(103,106),(48,77),(22,23),(94,80),(116,45),(117,87),(116,50),(82,5),(29,84),(71,16),(57,15),(45,50),(48,35),(105,28),(6,81),(106,67),(104,89),(6,42),(3,20),(102,15),(31,1),(115,47),(28,106),(92,119),(67,114),(13,111),(122,51),(49,11),(28,7),(49,72),(4,34),(11,12),(105,72),(104,36),(75,107),(70,93),(7,19),(112,32),(29,72),(118,49),(49,121),(73,80),(83,93),(101,94),(120,101),(19,4),(36,85),(49,105),(117,81),(63,116),(87,40),(125,50),(90,16),(38,14),(126,116),(34,68),(20,114),(102,51),(11,117),(69,29),(76,2),(96,49),(17,25),(30,100),(8,79),(51,37),(102,27),(19,49),(25,29),(88,36),(80,117),(122,38),(68,51),(101,109),(13,74),(46,39),(120,105),(1,89),(117,95),(93,93),(48,6),(49,95),(42,94),(30,96),(34,37),(61,51),(102,43),(69,6),(62,105),(45,14),(98,100),(13,23),(124,118),(120,114),(103,5),(59,31),(113,68),(10,56),(92,114),(35,34),(122,66),(17,52),(76,68),(7,72),(31,56),(112,76),(97,77),
1:(47,84),(68,25),(70,102),(109,122),(16,72),(93,61),(32,34),(124,45),(47,110),(101,116),(102,123),(105,52),(28,27),(75,114),(83,5),(121,123),(68,17),(113,60),(63,76),(51,4),(104,86),(102,48),(50,47),(18,17),(112,39),(22,38),(105,61),(33,16),(117,14),(84,59),(102,19),(122,119),(3,80),(91,121),(32,6),(73,6),(64,5),(61,119),(81,58),(60,26),(52,37),(4,6),(45,18),(81,65),(95,84),(58,116),(94,48),(99,70),(67,82),(104,79),(122,56),(48,28),(63,70),(28,115),(82,99),(113,116),(85,34),(61,96),(17,81),(123,114),(62,95),(80,89),(9,68),(46,57),(56,33),(94,111),(111,22),(93,85),(48,18),(42,35),(111,102),(45,57),(107,101),(111,41),(59,104),(82,55),(37,74),(88,112),(3,74),(7,14),(87,90),(70,86),(7,24),(111,34),(79,111),(45,69),(46,106),(67,78),(41,114),(36,46),(98,57),(73,58),(97,93),(6,67),(56,30),(44,107),(44,80),(59,71),(111,12),(91,8),(40,88),(93,66),(20,84),(33,112),(9,21),(67,100),(82,104),(24,28),(23,51),(2,50),(95,61),(67,72),(31,114),(102,80),(83,112),(11,23),(61,58),(121,34),(71,44),(59,55),(113,118),(8,33),(27,104),(105,3),(9,106),(58,10),(79,67),(106,109),(50,108),(39,66),(44,91),(89,123),(61,112),(118,19),(99,25),(48,102),(27,85),(70,57),(61,64),(96,123),(94,24),(81,78),(48,40),(2,27),(7,42),(89,10),(7,2),(104,16),(102,24),(104,106),(47,77),(23,23),(93,80),(115,45),(117,88),(117,50),(81,5),(29,84),(72,16),(56,15),(45,51),(48,34),(104,28),(7,81),(105,67),(103,89),(6,43),(4,20),(101,15),(32,1),(115,47),(27,106),(91,119),(66,114),(12,111),(122,50),(48,11),(27,7),(48,72),(5,34),(10,12),(104,72),(105,36),(74,107),(69,93),(8,19),(112,31),(28,72),(118,49),(48,121),(72,80),(82,93),(100,94),(119,101),(20,4),(37,85),(48,105),(117,82),(62,116),(88,40),(124,50),(89,16),(37,14),(125,116),(34,67),(19,114),(103,51),(10,117),(70,29),(75,2),(97,49),(16,25),(29,100),(9,79),(51,37),(101,27),(20,49),(24,29),(89,36),(79,117),(121,38),(69,51),(102,109),(12,74),(45,39),(119,105),(2,89),(118,95),(92,93),(49,6),(48,95),(42,93),(29,96),(35,37),(62,51),(103,43),(68,6),(63,105),(45,15),(99,100),(14,23),(124,118),(120,115),(102,5),(58,31),(114,68),(9,56),(91,114),(36,34),(122,65),(16,52),(75,68),(8,72),(32,56),(113,76),(97,76),
2:(46,84),(69,25),(69,102),(108,122),(15,72),(94,61),(33,34),(123,45),(46,110),(102,116),(101,123),(106,52),(27,27),(74,114),(82,5),(120,123),(67,17),(114,60),(63,75),(50,4),(103,86),(103,48),(49,47),(17,17),(111,39),(23,38),(106,61),(32,16),(118,14),(83,59),(101,19),(122,120),(4,80),(90,121),(33,6),(72,6),(63,5),(60,119),(80,58),(59,26),(52,38),(5,6),(45,19),(80,65),(96,84),(57,116),(95,48),(98,70),(67,83),(103,79),(122,55),(47,28),(63,69),(29,115),(83,99),(114,116),(86,34),(62,96),(18,81),(123,114),(61,95),(79,89),(8,68),(46,57),(56,34),(93,111),(111,21),(94,85),(47,18),(41,35),(111,103),(45,56),(108,101),(112,41),(60,104),(81,55),(38,74),(87,112),(4,74),(7,15),(86,90),(69,86),(7,25),(111,33),(79,112),(45,70),(45,106),(67,79),(42,114),(37,46),(99,57),(74,58),(96,93),(7,67),(56,31),(45,107),(45,80),(60,71),(111,11),(90,8),(40,87),(94,66),(21,84),(34,112),(9,22),(67,99),(81,104),(23,28),(22,51),(3,50),(96,61),(67,73),(32,114),(101,80),(82,112),(12,23),(62,58),(120,34),(72,44),(60,55),(114,118),(8,32),(26,104),(104,3),(10,106),(57,10),(78,67),(106,108),(49,108),(38,66),(43,91),(89,122),(60,112),(117,19),(98,25),(47,102),(26,85),(71,57),(62,64),(95,123),(95,24),(80,78),(47,40),(3,27),(7,43),(89,11),(8,2),(103,16),(101,24),(105,106),(46,77),(24,23),(92,80),(114,45),(117,89),(118,50),(80,5),(29,84),(73,16),(56,14),(45,52),(49,34),(103,28),(8,81),(104,67),(102,89),(6,44),(5,20),(100,15),(33,1),(115,47),(26,106),(90,119),(65,114),(11,111),(122,49),(47,11),(28,7),(48,73),(6,34),(9,12),(103,72),(106,36),(73,107),(68,93),(8,20),(112,30),(27,72),(118,49),(47,121),(71,80),(81,93),(99,94),(119,102),(21,4),(38,85),(47,105),(117,83),(61,116),(89,40),(124,51),(88,16),(36,14),(124,116),(34,66),(18,114),(104,51),(9,117),(71,29),(75,3),(98,49),(15,25),(28,100),(10,79),(51,37),(100,27),(21,49),(23,29),(90,36),(78,117),(120,38),(70,51),(103,109),(11,74),(44,39),(118,105),(3,89),(119,95),(91,93),(49,7),(47,95),(42,92),(28,96),(36,37),(63,51),(104,43),(67,6),(64,105),(46,15),(100,100),(15,23),(124,118),(119,115),(101,5),(58,32),(115,68),(8,56),(90,114),(37,34),(122,64),(15,52),(74,68),(9,72),(33,56),(114,76),(97,75),
3:(45,84),(70,25),(68,102),(107,122),(14,72),(95,61),(34,34),(122,45),(45,110),(103,116),(100,123),(107,52),(26,27),(73,114),(81,5),(119,123),(67,16),(115,60),(63,74),(49,4),(102,86),(104,48),(48,47),(16,17),(111,38),(24,38),(107,61),(31,16),(119,14),(82,59),(100,19),(123,120),(5,80),(90,120),(34,6),(71,6),(62,5),(59,119),(79,58),(58,26),(51,38),(6,6),(45,20),(79,65),(97,84),(56,116),(96,48),(97,70),(67,83),(102,79),(122,54),(46,28),(63,68),(30,115),(84,99),(115,116),(87,34),(63,96),(19,81),(123,114),(60,95),(78,89),(7,68),(46,57),(55,34),(92,111),(111,20),(95,85),(46,18),(40,35),(111,104),(46,56),(108,101),(111,41),(61,104),(80,55),(39,74),(86,112),(5,74),(7,16),(85,90),(70,86),(7,26),(111,32),(79,113),(45,71),(44,106),(67,80),(43,114),(38,46),(100,57),(75,58),(95,93),(8,67),(56,32),(45,108),(44,80),(61,71),(111,10),(89,8),(39,87),(95,66),(22,84),(35,112),(9,23),(67,98),(80,104),(22,28),(21,51),(4,50),(97,61),(67,74),(33,114),(100,80),(81,112),(13,23),(63,58),(119,34),(73,44),(61,55),(115,118),(8,31),(25,104),(103,3),(11,106),(56,10),(77,67),(106,109),(48,108),(37,66),(43,90),(89,121),(59,112),(116,19),(98,25),(46,102),(26,86),(72,57),(62,63),(94,123),(95,25),(79,78),(46,40),(4,27),(7,44),(89,12),(9,2),(102,16),(100,24),(106,106),(45,77),(25,23),(92,79),(113,45),(118,89),(118,50),(79,5),(29,84),(74,16),(56,13),(45,53),(50,34),(102,28),(9,81),(103,67),(101,89),(6,45),(6,20),(99,15),(34,1),(115,48),(25,106),(89,119),(64,114),(10,111),(122,48),(46,11),(29,7),(48,74),(7,34),(9,13),(102,72),(106,37),(72,107),(67,93),(8,21),(112,29),(26,72),(118,49),(46,121),(70,80),(80,93),(98,94),(119,103),(22,4),(39,85),(46,105),(117,84),(60,116),(90,40),(123,51),(87,16),(35,14),(123,116),(34,65),(17,114),(105,51),(9,118),(72,29),(75,4),(99,49),(14,25),(27,100),(11,79),(51,37),(99,27),(22,49),(22,29),(91,36),(77,117),(119,38),(71,51),(104,109),(10,74),(43,39),(117,105),(4,89),(120,95),(90,93),(50,7),(46,95),(42,91),(27,96),(37,37),(64,51),(105,43),(66,6),(64,106),(45,15),(101,100),(16,23),(124,118),(119,116),(100,5),(58,33),(116,68),(8,55),(89,114),(38,34),(122,63),(14,52),(73,68),(9,73),(34,56),(115,76),(97,74),
4:(44,84),(71,25),(67,102),(106,122),(13,72),(96,61),(35,34),(122,44),(45,110),(104,116),(99,123),(108,52),(25,27),(72,114),(80,5),(118,123),(67,15),(116,60),(62,74),(48,4),(101,86),(105,48),(47,47),(15,17),(111,37),(25,38),(108,61),(30,16),(119,15),(81,59),(99,19),(124,120),(6,80),(90,119),(34,7),(70,6),(61,5),(58,119),(78,58),(57,26),(50,38),(7,6),(45,21),(78,65),(97,83),(56,115),(97,48),(96,70),(67,83),(101,79),(122,53),(45,28),(63,67),(31,115),(85,99),(116,116),(88,34),(64,96),(20,81),(122,114),(59,95),(78,90),(6,68),(46,57),(56,34),(91,111),(111,19),(96,85),(45,18),(41,35),(111,105),(47,56),(109,101),(111,40),(62,104),(79,55),(40,74),(85,112),(6,74),(7,17),(84,90),(70,87),(7,27),(111,31),(78,113),(45,72),(43,106),(67,81),(44,114),(39,46),(101,57),(76,58),(94,93),(9,67),(56,32),(46,108),(45,80),(62,71),(111,9),(89,9),(40,87),(96,66),(23,84),(36,112),(10,23),(67,97),(79,104),(21,28),(20,51),(5,50),(98,61),(67,75),(34,114),(100,81),(81,112),(14,23),(64,58),(118,34),(73,43),(62,55),(116,118),(8,30),(24,104),(102,3),(12,106),(56,9),(76,67),(106,108),(48,109),(37,66),(43,89),(89,120),(58,112),(115,19),(98,25),(45,102),(25,86),(73,57),(62,62),(93,123),(95,26),(78,78),(45,40),(5,27),(7,45),(88,12),(10,2),(101,16),(100,25),(107,106),(45,77),(26,23),(92,78),(112,45),(119,89),(118,50),(78,5),(28,84),(75,16),(56,12),(45,54),(51,34),(101,28),(10,81),(102,67),(100,89),(6,46),(6,20),(98,15),(34,2),(115,49),(24,106),(88,119),(63,114),(9,111),(122,47),(45,11),(30,7),(48,75),(8,34),(9,14),(101,72),(106,38),(71,107),(66,93),(8,20),(112,28),(25,72),(118,49),(45,121),(70,81),(79,93),(97,94),(119,104),(23,4),(40,85),(45,105),(117,85),(59,116),(91,40),(122,51),(86,16),(34,14),(123,117),(34,64),(16,114),(106,51),(9,119),(73,29),(75,5),(100,49),(13,25),(26,100),(12,79),(51,37),(98,27),(23,49),(21,29),(92,36),(76,117),(118,38),(72,51),(104,109),(9,74),(42,39),(116,105),(5,89),(121,95),(89,93),(51,7),(45,95),(42,90),(26,96),(37,37),(65,51),(106,43),(65,6),(64,107),(46,15),(102,100),(17,23),(124,118),(120,116),(99,5),(59,33),(117,68),(8,54),(88,114),(39,34),(122,62),(13,52),(72,68),(8,73),(35,56),(116,76),(97,73),
5:(43,84),(72,25),(67,101),(105,122),(12,72),(97,61),(36,34),(122,43),(45,110),(105,116),(98,123),(109,52),(24,27),(71,114),(79,5),(117,123),(67,14),(117,60),(63,74),(47,4),(100,86),(106,48),(46,47),(14,17),(111,36),(26,38),(109,61),(29,16),(119,16),(81,60),(98,19),(125,120),(7,80),(90,118),(34,8),(69,6),(60,5),(57,119),(78,59),(56,26),(49,38),(8,6),(45,22),(78,66),(97,82),(56,116),(98,48),(96,69),(67,84),(101,79),(122,52),(44,28),(63,66),(32,115),(85,100),(117,116),(89,34),(65,96),(21,81),(121,114),(58,95),(78,91),(5,68),(45,57),(56,34),(90,111),(111,18),(96,84),(45,19),(41,34),(111,106),(48,56),(110,101),(111,39),(63,104),(78,55),(41,74),(84,112),(7,74),(8,17),(83,90),(69,87),(7,27),(111,30),(78,114),(45,73),(42,106),(67,82),(45,114),(40,46),(102,57),(76,59),(93,93),(9,68),(56,32),(46,108),(46,80),(62,70),(111,8),(89,10),(39,87),(97,66),(23,85),(37,112),(11,23),(67,96),(78,104),(20,28),(19,51),(6,50),(99,61),(67,76),(35,114),(100,82),(81,112),(15,23),(64,57),(117,34),(73,42),(63,55),(117,118),(9,30),(23,104),(101,3),(12,107),(55,9),(75,67),(106,108),(49,109),(37,66),(44,89),(89,119),(57,112),(114,19),(98,25),(45,103),(24,86),(73,58),(62,61),(92,123),(94,26),(77,78),(44,40),(5,26),(7,46),(87,12),(11,2),(100,16),(100,26),(108,106),(45,77),(27,23),(92,77),(111,45),(120,89),(118,50),(77,5),(27,84),(76,16),(56,11),(45,55),(52,34),(100,28),(11,81),(101,67),(99,89),(6,47),(6,20),(97,15),(34,3),(115,50),(23,106),(87,119),(62,114),(8,111),(122,46),(45,12),(31,7),(48,76),(9,34),(9,15),(100,72),(106,39),(70,107),(65,93),(8,20),(112,27),(24,72),(118,49),(45,120),(70,82),(78,93),(96,94),(119,105),(24,4),(41,85),(44,105),(117,86),(59,115),(92,40),(123,51),(85,16),(33,14),(124,117),(34,63),(15,114),(107,51),(9,120),(74,29),(75,6),(101,49),(12,25),(25,100),(13,79),(51,37),(97,27),(24,49),(20,29),(93,36),(75,117),(117,38),(73,51),(104,109),(9,75),(41,39),(115,105),(6,89),(122,95),(88,93),(52,7),(44,95),(42,89),(25,96),(37,37),(66,51),(107,43),(64,6),(64,108),(45,15),(103,100),(18,23),(124,118),(120,117),(98,5),(59,32),(117,69),(8,53),(87,114),(40,34),(122,61),(12,52),(71,68),(9,73),(36,56),(117,76),(97,72),
6:(44,84),(73,25),(67,100),(104,122),(11,72),(98,61),(37,34),(122,42),(45,110),(106,116),(97,123),(110,52),(23,27),(70,114),(78,5),(116,123),(67,13),(118,60),(63,73),(46,4),(100,86),(107,48),(45,47),(14,18),(111,35),(27,38),(110,61),(28,16),(119,17),(81,61),(97,19),(124,120),(8,80),(89,118),(34,9),(68,6),(59,5),(56,119),(78,60),(56,27),(48,38),(9,6),(45,23),(78,67),(97,81),(56,115),(99,48),(96,68),(67,84),(101,79),(122,52),(43,28),(63,65),(33,115),(85,101),(116,116),(90,34),(64,96),(22,81),(122,114),(57,95),(78,92),(5,68),(46,57),(57,34),(89,111),(111,19),(96,83),(45,20),(42,34),(111,106),(47,56),(111,101),(111,38),(64,104),(78,56),(42,74),(83,112),(7,74),(9,17),(82,90),(70,87),(7,27),(111,29),(77,114),(45,74),(41,106),(68,82),(45,113),(41,46),(103,57),(76,60),(92,93),(9,69),(56,32),(46,108),(47,80),(62,69),(110,8),(89,11),(39,87),(97,65),(23,86),(38,112),(12,23),(67,96),(78,105),(19,28),(18,51),(7,50),(100,61),(67,77),(36,114),(101,82),(80,112),(16,23),(64,57),(117,33),(73,41),(62,55),(116,118),(10,30),(23,103),(100,3),(12,108),(54,9),(74,67),(106,108),(49,110),(37,66),(43,89),(88,119),(56,112),(114,19),(98,25),(45,103),(24,87),(73,59),(62,60),(91,123),(94,27),(76,78),(44,41),(5,25),(7,47),(86,12),(12,2),(99,16),(100,27),(108,105),(45,77),(28,23),(92,77),(111,44),(121,89),(118,50),(76,5),(26,84),(77,16),(56,10),(45,55),(51,34),(100,29),(12,81),(100,67),(100,89),(6,48),(6,20),(96,15),(34,4),(114,50),(23,105),(86,119),(62,114),(8,112),(122,45),(45,13),(31,7),(48,77),(9,33),(9,16),(99,72),(106,40),(69,107),(66,93),(8,20),(112,26),(23,72),(118,49),(45,119),(70,83),(78,94),(95,94),(119,106),(25,4),(41,84),(43,105),(117,87),(59,116),(93,40),(124,51),(84,16),(32,14),(123,117),(35,63),(14,114),(108,51),(9,121),(75,29),(75,7),(102,49),(11,25),(24,100),(14,79),(50,37),(97,28),(25,49),(19,29),(94,36),(74,117),(116,38),(73,50),(104,109),(9,76),(41,40),(114,105),(7,89),(122,96),(87,93),(53,7),(43,95),(42,90),(24,96),(38,37),(67,51),(108,43),(63,6),(64,109),(45,16),(104,100),(19,23),(123,118),(119,117),(97,5),(59,32),(117,70),(8,52),(86,114),(40,34),(122,60),(12,53),(70,68),(8,73),(37,56),(117,77),(97,71),
