instance=../square-large-agents-mapf/tests/problems/maze_128_128_10/0_1-3/128.txt
agents=128
sizes=2.46523, 1.12323, 2.27123, 2.11584, 0.961146, 1.88579, 2.14184, 0.135026, 2.80277, 1.82298, 2.8663, 0.770285, 1.46528, 2.76664, 1.50979, 1.07534, 1.4588, 2.8164, 0.670191, 2.38259, 0.904378, 2.18281, 1.43741, 2.90578, 0.171367, 2.135, 1.12758, 1.6335, 2.70946, 2.24383, 1.18434, 0.961388, 0.492554, 0.577649, 2.761, 1.05964, 2.02122, 2.09539, 2.34056, 2.17739, 0.363829, 1.07905, 0.610212, 1.35588, 1.28466, 1.24761, 0.700672, 0.356586, 1.49527, 1.17091, 1.32265, 0.636714, 1.02082, 0.370377, 1.77476, 2.5333, 2.47692, 2.2938, 2.785, 2.8665, 0.202648, 0.603883, 0.801443, 1.5958, 1.46695, 1.77527, 1.11343, 2.68211, 0.844842, 0.186172, 2.15383, 2.40517, 1.26283, 0.52866, 0.10364, 0.154333, 2.70494, 0.884499, 0.606426, 2.90876, 2.07355, 1.08841, 2.83066, 2.91857, 2.21387, 0.322993, 0.709045, 0.602917, 0.520503, 1.58519, 1.10934, 1.32215, 2.79355, 0.304152, 0.604787, 0.557115, 1.41429, 2.01709, 1.51306, 1.31865, 1.83501, 0.672342, 1.34037, 0.563043, 1.48139, 0.110695, 2.16361, 1.01169, 0.841073, 1.6805, 2.17714, 0.152557, 0.28156, 1.64636, 2.64121, 0.841714, 2.23936, 1.70794, 0.589442, 0.623612, 0.163099, 2.97141, 1.67233, 1.04399, 0.143367, 1.62023, 0.170246, 1.12715
map_file=maze-128-128-10.map
solver=Free Space Priority Inheritance With Backtracking V2 (LAPIBT)
solved=0
soc=80037
lb_soc=25292
makespan=2000
lb_makespan=535
comp_time=27214
preprocessing_comp_time=133
starts=(48,84),(67,25),(71,102),(110,122),(17,72),(92,61),(31,34),(125,45),(48,110),(100,116),(103,123),(104,52),(29,27),(76,114),(84,5),(122,123),(69,17),(112,60),(63,77),(52,4),(105,86),(101,48),(51,47),(19,17),(113,39),(21,38),(104,61),(34,16),(116,14),(122,118),(2,80),(92,121),(31,6),(74,6),(65,5),(82,58),(61,26),(53,37),(3,6),(46,18),(82,65),(95,85),(59,116),(93,48),(100,70),(67,81),(105,79),(123,56),(49,28),(62,70),(27,115),(81,99),(112,116),(74,39),(84,34),(16,81),(123,114),(63,95),(81,89),(10,68),(47,57),(57,33),(95,111),(111,23),(93,85),(49,18),(43,35),(110,102),(45,56),(25,9),(106,101),(112,41),(58,104),(83,55),(36,74),(89,112),(2,74),(8,14),(88,90),(48,56),(71,86),(6,24),(111,35),(80,111),(44,69),(46,107),(67,77),(40,114),(35,46),(97,57),(72,58),(98,93),(5,67),(119,47),(57,30),(44,107),(43,80),(58,71),(111,13),(56,125),(92,8),(39,88),(92,66),(19,84),(32,112),(9,20),(67,101),(83,104),(25,28),(50,49),(23,52),(1,50),(94,61),(68,72),(30,114),(103,80),(84,112),(10,23),(60,58),(122,34),(70,44),(58,55),(112,118),(84,57),(8,34),(94,121),(28,104),(106,3),
goals=(85,112),(14,35),(67,99),(14,18),(83,114),(35,29),(117,87),(37,112),(94,8),(44,96),(28,18),(31,68),(120,94),(37,92),(68,49),(35,34),(56,38),(29,58),(47,41),(24,1),(72,102),(14,82),(11,56),(6,53),(95,125),(50,52),(84,85),(71,115),(123,24),(59,26),(68,84),(21,24),(123,62),(107,41),(9,113),(35,114),(40,67),(29,34),(111,24),(88,37),(63,12),(20,46),(49,107),(52,104),(98,70),(101,106),(67,8),(94,39),(3,21),(73,73),(58,73),(68,90),(67,94),(46,114),(92,71),(68,27),(23,122),(76,58),(90,15),(97,34),(16,4),(74,64),(5,68),(29,87),(8,34),(77,3),(58,8),(122,117),(15,107),(22,53),(111,106),(19,16),(73,52),(105,63),(122,93),(42,107),(84,94),(93,4),(59,61),(44,117),(114,123),(56,29),(106,95),(11,79),(79,114),(94,94),(85,59),(2,106),(123,65),(78,46),(84,18),(22,40),(46,54),(17,91),(63,122),(23,82),(112,6),(71,81),(75,3),(59,6),(58,37),(85,41),(70,31),(10,63),(111,40),(13,42),(7,22),(56,102),(47,28),(94,106),(32,4),(118,79),(12,8),(95,120),(19,37),(101,46),(14,48),(117,32),(80,63),(69,40),(101,123),(59,76),(17,106),(28,97),(103,68),(113,84),(42,97),(27,87),
solution=
0:(48,84),(67,25),(71,102),(110,122),(17,72),(92,61),(31,34),(125,45),(48,110),(100,116),(103,123),(104,52),(29,27),(76,114),(84,5),(122,123),(69,17),(112,60),(63,77),(52,4),(105,86),(101,48),(51,47),(19,17),(113,39),(21,38),(104,61),(34,16),(116,14),(122,118),(2,80),(92,121),(31,6),(74,6),(65,5),(82,58),(61,26),(53,37),(3,6),(46,18),(82,65),(95,85),(59,116),(93,48),(100,70),(67,81),(105,79),(123,56),(49,28),(62,70),(27,115),(81,99),(112,116),(74,39),(84,34),(16,81),(123,114),(63,95),(81,89),(10,68),(47,57),(57,33),(95,111),(111,23),(93,85),(49,18),(43,35),(110,102),(45,56),(25,9),(106,101),(112,41),(58,104),(83,55),(36,74),(89,112),(2,74),(8,14),(88,90),(48,56),(71,86),(6,24),(111,35),(80,111),(44,69),(46,107),(67,77),(40,114),(35,46),(97,57),(72,58),(98,93),(5,67),(119,47),(57,30),(44,107),(43,80),(58,71),(111,13),(56,125),(92,8),(39,88),(92,66),(19,84),(32,112),(9,20),(67,101),(83,104),(25,28),(50,49),(23,52),(1,50),(94,61),(68,72),(30,114),(103,80),(84,112),(10,23),(60,58),(122,34),(70,44),(58,55),(112,118),(84,57),(8,34),(94,121),(28,104),(106,3),
1:(47,84),(68,25),(70,102),(109,122),(16,72),(93,61),(32,34),(124,45),(47,110),(101,116),(102,123),(105,52),(28,27),(75,114),(83,5),(121,123),(68,17),(113,60),(64,77),(51,4),(104,86),(102,48),(50,47),(18,17),(112,39),(22,38),(105,61),(33,16),(117,14),(122,119),(3,80),(91,121),(32,6),(75,6),(64,5),(82,59),(60,26),(52,37),(4,6),(46,18),(81,65),(95,84),(58,116),(94,48),(99,70),(67,82),(104,79),(122,56),(48,28),(63,70),(28,115),(80,99),(113,116),(75,39),(85,34),(17,81),(122,114),(64,95),(80,89),(9,68),(46,57),(56,33),(94,111),(111,22),(93,85),(49,17),(42,35),(111,102),(45,57),(26,9),(107,101),(111,41),(57,104),(82,55),(37,74),(88,112),(3,74),(9,14),(87,90),(47,56),(70,86),(7,24),(111,34),(79,111),(45,69),(47,107),(68,77),(39,114),(36,46),(98,57),(73,58),(97,93),(6,67),(118,47),(56,30),(45,107),(44,80),(59,71),(111,12),(55,125),(91,8),(40,88),(93,66),(20,84),(33,112),(9,21),(67,100),(82,104),(26,28),(49,49),(23,51),(2,50),(95,61),(67,72),(31,114),(102,80),(83,112),(11,23),(61,58),(121,34),(71,44),(59,55),(113,118),(84,57),(9,34),(95,121),(27,104),(105,3),
2:(46,84),(69,25),(69,102),(108,122),(15,72),(94,61),(33,34),(123,45),(46,110),(102,116),(101,123),(106,52),(27,27),(74,114),(82,5),(120,123),(67,17),(114,60),(64,76),(50,4),(103,86),(103,48),(49,47),(17,17),(111,39),(23,38),(106,61),(32,16),(117,15),(122,120),(4,80),(90,121),(33,6),(75,7),(63,5),(83,59),(59,26),(51,37),(5,6),(46,18),(80,65),(96,84),(57,116),(95,48),(98,70),(67,83),(103,79),(122,55),(47,28),(63,69),(29,115),(79,99),(114,116),(75,38),(86,34),(18,81),(122,115),(65,95),(79,89),(9,68),(46,57),(56,34),(93,111),(111,21),(93,85),(49,16),(41,35),(112,102),(45,58),(27,9),(108,101),(111,40),(56,104),(81,55),(38,74),(87,112),(4,74),(9,15),(86,90),(47,57),(69,86),(8,24),(111,33),(78,111),(45,70),(48,107),(69,77),(38,114),(37,46),(99,57),(74,58),(96,93),(6,68),(117,47),(56,31),(45,108),(45,80),(60,71),(111,11),(54,125),(90,8),(41,88),(94,66),(21,84),(34,112),(9,22),(67,99),(81,104),(25,28),(48,49),(22,51),(3,50),(96,61),(67,73),(32,114),(101,80),(82,112),(12,23),(62,58),(120,34),(72,44),(59,56),(114,118),(84,57),(9,35),(96,121),(26,104),(104,3),
3:(45,84),(70,25),(68,102),(107,122),(14,72),(95,61),(34,34),(122,45),(45,110),(103,116),(100,123),(107,52),(26,27),(73,114),(81,5),(119,123),(67,16),(115,60),(64,75),(49,4),(102,86),(104,48),(48,47),(16,17),(111,38),(24,38),(107,61),(31,16),(117,16),(122,121),(5,80),(89,121),(34,6),(75,8),(62,5),(84,59),(58,26),(50,37),(6,6),(47,18),(79,65),(96,83),(56,116),(96,48),(98,70),(67,84),(102,79),(122,54),(46,28),(63,68),(30,115),(78,99),(115,116),(75,37),(87,34),(19,81),(122,116),(66,95),(78,89),(9,68),(46,57),(55,34),(92,111),(111,20),(93,85),(50,16),(41,36),(113,102),(46,58),(28,9),(109,101),(111,39),(55,104),(80,55),(39,74),(86,112),(5,74),(9,16),(85,90),(47,58),(68,86),(8,25),(111,32),(77,111),(45,71),(49,107),(70,77),(37,114),(38,46),(100,57),(75,58),(95,93),(6,69),(116,47),(56,32),(45,109),(45,79),(61,71),(111,10),(53,125),(89,8),(42,88),(95,66),(22,84),(35,112),(9,23),(67,98),(80,104),(24,28),(47,49),(21,51),(4,50),(97,61),(67,74),(33,114),(100,80),(81,112),(13,23),(63,58),(119,34),(73,44),(59,57),(115,118),(84,57),(9,36),(96,122),(25,104),(103,3),
4:(44,84),(71,25),(67,102),(106,122),(13,72),(96,61),(35,34),(122,44),(45,110),(104,116),(99,123),(108,52),(25,27),(72,114),(80,5),(118,123),(67,15),(116,60),(64,74),(48,4),(101,86),(105,48),(47,47),(15,17),(111,37),(25,38),(108,61),(30,16),(117,17),(122,122),(6,80),(89,120),(34,7),(75,9),(61,5),(85,59),(57,26),(49,37),(7,6),(48,18),(78,65),(96,82),(56,115),(97,48),(98,70),(67,84),(101,79),(122,53),(45,28),(63,67),(31,115),(78,100),(116,116),(75,36),(88,34),(20,81),(122,117),(67,95),(78,90),(9,68),(45,57),(54,34),(91,111),(111,19),(94,85),(51,16),(41,37),(114,102),(45,58),(29,9),(110,101),(111,38),(54,104),(79,55),(40,74),(85,112),(6,74),(9,17),(84,90),(46,58),(69,86),(8,26),(111,31),(76,111),(45,72),(50,107),(71,77),(37,115),(39,46),(101,57),(76,58),(94,93),(6,70),(115,47),(56,33),(46,109),(45,78),(62,71),(111,9),(52,125),(89,9),(42,87),(96,66),(23,84),(36,112),(9,24),(67,98),(79,104),(23,28),(46,49),(20,51),(5,50),(98,61),(67,75),(34,114),(100,81),(80,112),(14,23),(64,58),(118,34),(74,44),(59,58),(116,118),(84,57),(9,37),(97,122),(24,104),(102,3),
5:(43,84),(72,25),(67,101),(105,122),(12,72),(97,61),(36,34),(122,43),(45,110),(105,116),(99,123),(109,52),(24,27),(71,114),(79,5),(117,123),(67,14),(117,60),(64,73),(47,4),(100,86),(106,48),(46,47),(14,17),(111,36),(26,38),(109,61),(29,16),(117,18),(121,122),(7,80),(89,119),(34,8),(75,10),(60,5),(84,59),(56,26),(48,37),(8,6),(49,18),(78,66),(96,81),(56,114),(98,48),(98,70),(67,84),(100,79),(122,52),(44,28),(63,66),(32,115),(78,101),(117,116),(75,35),(89,34),(21,81),(122,118),(68,95),(78,91),(9,68),(45,57),(53,34),(90,111),(111,18),(95,85),(52,16),(41,38),(115,102),(45,58),(30,9),(111,101),(111,37),(53,104),(78,55),(41,74),(84,112),(7,74),(9,18),(83,90),(47,58),(69,87),(8,27),(111,30),(75,111),(45,73),(51,107),(72,77),(38,115),(40,46),(102,57),(77,58),(93,93),(5,70),(114,47),(56,34),(47,109),(45,77),(62,70),(111,8),(51,125),(89,10),(42,86),(96,65),(23,85),(37,112),(9,25),(67,98),(78,104),(22,28),(45,49),(19,51),(6,50),(99,61),(67,76),(34,114),(100,82),(79,112),(15,23),(64,57),(117,34),(75,44),(59,59),(117,118),(83,57),(9,38),(97,123),(23,104),(101,3),
6:(44,84),(73,25),(68,101),(104,122),(11,72),(98,61),(37,34),(122,42),(45,110),(106,116),(99,123),(110,52),(23,27),(70,114),(78,5),(116,123),(67,13),(117,61),(64,72),(46,4),(100,87),(107,48),(45,47),(13,17),(111,35),(27,38),(110,61),(28,16),(117,19),(120,122),(8,80),(88,119),(34,9),(75,11),(59,5),(83,59),(56,27),(47,37),(9,6),(50,18),(78,67),(96,80),(56,113),(99,48),(98,70),(67,85),(100,80),(122,51),(43,28),(63,65),(32,114),(78,102),(118,116),(75,34),(90,34),(22,81),(122,119),(69,95),(78,92),(9,68),(45,57),(52,34),(89,111),(111,17),(96,85),(52,15),(41,39),(116,102),(45,58),(31,9),(111,102),(111,36),(52,104),(78,56),(42,74),(83,112),(7,75),(9,19),(82,90),(48,58),(68,87),(8,28),(111,29),(74,111),(44,73),(52,107),(73,77),(38,116),(41,46),(103,57),(78,58),(92,93),(5,71),(113,47),(55,34),(47,108),(45,76),(62,69),(110,8),(50,125),(89,11),(42,86),(96,64),(23,86),(38,112),(9,26),(67,98),(78,105),(21,28),(45,50),(18,51),(7,50),(100,61),(67,77),(34,114),(100,83),(78,112),(16,23),(64,56),(116,34),(75,43),(59,60),(118,118),(82,57),(9,39),(97,124),(23,103),(100,3),
